label,message
n,"⚡️Сирены, предупреждающие жителей об опасности, вновь включились в Косовска-Митровице, административном центре населенного сербами севера Косова и Метохии, сообщил телеканал ""Курир""."
n,❗️Президент Сербии Александр Вучич срочно прибыл в здание Генштаба
n,.
n,❗️Сербский телеканал «Курир» сообщает о стрельбе в районе закрытого КПП «Брняк»
n,"В Генштабе Сербской армии проходят переговоры с командованием KFOR (международные силы безопасности в Косово под руководством НАТО), сообщают местные СМИ."
n,⚡️Полицейские подразделения в муниципалитетах на севере Косово — СМИ
n,❗️ экипажи передвигаются с включёнными сиренами и проблесковыми маячками.
n,
n,❗️Спецпредставитель генсека ООН выразилпризывает избегать эскалации и восстановить свободное движение.
n,"Силы KFOR (НАТО) в официальном релизе предупредили, что  в конфликт и предпримут необходимые меры для сохранения «спокойной и безопасной обстановки в Косово на все времена в соответствии с мандатом ООН», если будет нарушена стабильность в регионе."
n,❗️Президент Сербии Косово.
n,"— Завершилась встреча в Генштабе;   — Командующий миссией НАТО в Косово (KFOR) должен поговорить с лидером косовских сербов Ракичем;   — Выразил надежду на то, что на албанскую сторону подействуют аргументы;   — Надеется, что завтра удастся в диалоге добиться компромиссных решений и сохранения мира;  — Белград работает над снижением напряжённости в Косово;  — Также он поблагодарил представителей американского посольства, Борелля и Карла Бильдта, а «особенно хотелось бы поблагодарить представителей Министерства иностранных дел Российской Федерации».  «Надеюсь, что завтра произойдет деэскалация, и мы новыми компромиссными решениями добьемся мира. Как я сказал вам сегодня, как бы ни было трудно, Сербия будет бороться, капитуляции не будет. Сербия победит», — заявил он."
n,Появилось новое видео стрельбы в районе КПП «Брняк» на границе между Косово и Сербией.
n,В США призвали власти Косово  планы по замене паспортов и номерных знаков граждан на косовские.  К главе Косово Курти обратился посол Штатов в Косово Джефф Ховеньер:  
n,"❗️Правительство Республики Косово объявило после встречи с американским послом, что Расходимся, через месяц встретимся на этом же месте."
n,Посольство Украины в Сербии советует своим гражданам не посещать южные регионы страны
n,Сообщается о взрывах в Севастополе
n,В Киеве на бульваре Вацлава Гавела  ливнеприёмника.   Спасатели оказали необходимую помощь. Парень не пострадал.
n,"— синоптики пообещали жителям столицы начало августа с температурой 30 градусов тепла.  «», — отметил научный руководитель Гидрометцентра."
n,", утверждает психолог  Семейный консультант, гештальт-терапевт Ольга Дулепина заявила, что со временем влюблённость проходит и возможна тяга к другому человеку. По мнению специалиста, нельзя идеализировать отношения в их начале и считать, что влечение к партнёру сохранится на всю жизнь:  «»"
n," — CNN Türk.   Сухогруз Razoni направляется в Ливан под флагом Сьерра-Леоне. Контролировать процесс будет координационный центр, состоящий из представителей Украины, России, Турции и ООН."
n,Видео выхода первого судна с украинским продовольствием из Одесского порта
n,"  Чиновник в интервью рассказал о северокорейских плиточниках, которые работают в 2,5 раза быстрее российских. «Получается, что он один заменяет два–два с половиной плиточников российских. Вот это факт», — отметил Хуснуллин.   В связи с этим вице-премьер задумался о найме строителей из Северной Кореи. Он считает, что рабочие из КНДР «очень хорошие», но в то же время «очень закрытые».    Может северокорейские работяги ещё едят  меньше, чем российские?"
n,"Пенный напиток можно включить в рацион при диагностированных камнях или песке в почках, сообщил врач-терапевт Виктор Лишин.  Также медик порекомендовал отказаться от жирной и слишком солёной еды, а в период обострения мочекаменной болезни не стоит пить кофе."
n,   В городе Находка и в нескольких других населённых пунктах за несколько часов выпало 124 мм осадков (месячная норма 135 мм).   Сейчас в затопленных городах нет электричества и введён режим ЧС.
n,"К  население Мариуполя возрастет . Об этом РБК рассказал вице-премьер РФ Марат Хуснуллин.  Также, по его словам, первые жилые дома в городе сдадут уже в сентябре.  В 2021 году в Мариуполе численность городского населения составляла 431 тысячу человек."
n,"   Это сделала администрация парка в Улан-Удэ для того, чтобы посетители не садились на скульптуры лошадей. Рядом с фигурами поставили объявления с предупреждением."
n,"❗️Пелоси может прибыть на Тайвань 2 августа, а в среду встретиться с главой администрации острова, МИД Тайваня пока эти планы не подтверждает — СМИ  МИД КНР предупредил США, что визит Пелоси на Тайвань "
n,"В отношении него ранее возбудили уголовные дела за призывы к осуществлению экстремистской деятельности и нанесение самодельным мечом колотой раны служащему Росгвардии.   Габышев известен тем, что пытался два раза дойти до Москвы, чтобы «изгнать Путина»."
n,"В случае обострения ситуации вокруг Сербии , заявил сенатор Джабаров."
n,❗️На КПП Kошутице появились американские солдаты KFOR — источник Sputnik Сербия
n,⚡️
n,"❗️Пентагон начал подтягивать к Тайваню дополнительные силыи самолеты-заправщики, — Nikei Asia"
n,❗️  Об этом заявил украинский посол в Великобритании Вадим Пристайко: 
n,В МО РФ заявили об уничтожении двух американских РСЗО HIMARS в Харькове и уничтожении противокорабельного ракетного комплекс Harpoon в Одесской области.
n,"Вадим Бакатин в 1991-м баллотировался в президенты РСФСР, занял последнее место из шести кандидатов. После событий в августе 1991 года возглавил Комитет государственной безопасности. Задачей Бакатина было реформирование КГБ — в результате его управления разделили на самостоятельные спецслужбы.  Бакатин известен тем, что в 1992 году передал США в качестве жеста доброй воли схемы суперсовременной прослушки нового комплекса зданий американского посольства в Москве. В январе 1992 года Борис Ельцин отправил Бакатина в отставку, после чего государственных должностей он больше не занимал."
n,Российские металлурги во втором квартале  — глава Минпромторга
n,"В Ираке проходят масштабные акции протеста. Их участники недовольны выдвижением на пост премьер-министра кандидатуры Мухаммеда ас-Судани, которого поддерживают шиитские партии. Протестующие дважды врывались в здание парламента в Багдаде.   Сегодня стало известно о развертывании в Багдаде военных. При этом власти заверили, что против демонстрантов не будут применяться боевые и резиновые пули, а также дымовые шашки."
n,"❗️Утечка  произошла на третьем реакторе АЭС Михама в Японии — агентство Киодо  Компания-оператор станции утверждает, что влияния на окружающую среду нет."
n,"Севастополь на данный момент является , в этой связи в нем введен желтый уровень террористической опасности, заявил губернатор Развожаев."
n,"❗️Беларусь и РФ могут создать более тесный союз, чем федерации и конфедерации — Лукашенко"
n,"В Кабмине ФРГ заявили, что не могут назвать  турбины Siemens  Где"
n,"Два пса попытались напасть на велосипедиста в Кабардино-Балкарии. Но ему на помощь пришла бродячая собака, которую он с недавних пор подкармливал и успел подружиться."
n,"Байден заявил, что его администрация готова оперативно новую систему контроля над вооружением, которая заменит СНВ-3, истекающий в 2026.  Он также заявил, что ждёт от России готовности возобновить работу с США по контролю над ядерными вооружениями."
n,"Актрисе не хватает денег, чтобы выплатить Джонни Деппу присуждённую компенсацию. Она должна ему свыше 8 миллионов долларов.  По данным СМИ, с продажи здания в Сан-Бернардино в Калифорнии ей удастся выручить лишь 1,5 миллиона долларов."
n," — китайский аналитический центр SCSPI.   По его данным, 30 июля авианосная ударная группа ВМС США покинула Южно-Китайское море и через пролив Сан-Бернардино вышла в Филиппинское море. После этого авианосец «Рональд Рейган» обогнул с юго-востока филиппинский остров Лусон и взял курс на север в сторону Тайваня."
n,"В Москве вандал пробрался в Храм Христа Спасителя, размотал пожарные рукава в подвале и включил воду, затопив несколько помещений на двух этажах, а также администрацию фонда, подворья и малую библиотеку.  40-летний житель Подмосковья Алексей Ратников при задержании не смог пояснить, зачем он залез в храм, и заявил, что действовал «по чьему-то указанию». В крови у него обнаружили 0,3 промилле алкоголя. Также сообщается, что Ратников был ранее судим за хулиганство и грабёж. Решается вопрос о возбуждении уголовного дела по статье «Вандализм»."
n,"⚡️Сотрудникам завода по их производству в Питере объявили, что предприятие ликвидируют, персонал также сократят, сообщают СМИ."
n,"Утром была новость о том, что сети российских кинотеатров  голливудские фильмы показывают в рамках «бесплатного предсеансового обслуживания»  Спустя половину дня киносети заявили, что "
n,❗️В Госдуму внесен законопроект из России гражданам  стран
n,"В три часа ночи в полицию позвонил отец 26-летней девушки-жертвы. Житель Подмосковья заявил, что неизвестный каким-то образом пробрался внутрь дома по ул. Новая, принудил к сексу его дочь, забрал телефон и скрылся в неизвестном направлении.  Насильника оперативно задержали. Им оказался безработный 38-летний Александр Лобанов из Воскресенска. Ранее он был судим по статьям «Неправомерное завладение автомобилем», «Грабёж» и «Кража». Теперь рецидивисту вменяют «Насильственные действия сексуального характера» и «Изнасилование»"
n,Украинский министр обороны Алексей Резников заявил о прибытиивУкраину 
n,"❗️В Узбекистане сняли ограничение на доступ к соцсетям Twitter, WeChat и «ВКонтакте»"
n,"которые «которые способствуют враждебному курсу Лондона, нацеленному на демонизацию России и её международную изоляцию» в качестве ответной меры, сообщили в МИДе РФ."
n,"  Михаил Панев и Надежда Кленова встречались с 2016 по 2018 год, не жили вместе и не имели общего бюджета. Но мужчина иногда переводил девушке деньги на продукты: общая сумма за 2 года составила . После расставания он решил отомстить бывшей и через суд взыскать с неё эти деньги.  Однако  Михаилу в иске, потому что в период близких отношений деньги он переводил добровольно. И разрыв отношений не предполагает возврата средств."
n,"❗️По данным тайванских СМИ, Пелоси прилетит завтра около 17.30 мск (22.30 местного) в аэропорт Суншань в Тайбэе, проведет ночь в отеле Grand Hyatt, а утром посетит законодательный совет Тайваня, где проведет встречи с руководством острова, включая его главу Цай Инвэнь"
n,❗️Путин в приветствии участникам X конференции по Договору о нераспространении ядерного оружия:  
n,"— опрос в Москве  35%, наоборот, резко против абортов. А вот  — 67% против 60% соответственно.  В опросе приняли участие 7668 жителей столицы РФ."
n,А так сегодня выглядела Останкинская телебашня.  Удар! 
n,❗️Байден в понедельник получил еще один положительный тест на коронавирус
n,", — издание Sleek Gist.   Министерство национальной обороны Тайваня отменило отпуска некоторых офицеров и солдат и мобилизовало силы ПВО для «подготовки к войне» в связи с последними событиями.  Также сообщается, что авианосец ВМС Китая «Шаньдун» (CV-17) покинул свой военный док на Хайнане и уплыл в неизвестном направлении."
n,"  38-летний грабитель напал на прохожую, угрожал оружием, а также забрал все её деньги — 35 рублей монетками. Свидетелями стали местные жители, которые выгуливали собак неподалёку. Они и помогли девушке отбиться от нападавшего.  Потерпевшая дошла до квартиры своей тёти, которая и вызвала полицию. Через полчаса мужчину задержали. Пистолет оказался пневматическим. На грабителя завели уголовное дело по статье «Разбой». Ему грозит до 10 лет лишения свободы."
n,"Проезжавший мимо дальнобойщик хотел угостить животное пряником. Но в момент, когда он собирался выйти, подъехала машина, неизвестные открыли огонь по медвежонку из двух карабинов.   После один из них вышел, чтобы сделать добивающие выстрелы, сообщают очевидцы.  Очевидцы рассказали, что живодёры погрузили убитого медведя в машину и уехали. Перед этим они требовали у свидетелей удалить видео жестокой расправы. В полиции Югры сообщили, что уже проводят проверку."
n,"В июле 2004-го трое парней познакомились с девушкой в парке «Дубки» на севере Москвы, завели в кусты, совершили групповое изнасилование и отобрали телефон. Жертва обратилась в полицию, с места даже изъяли использованные презервативы. Но насильников тогда не нашли.  Через 18 лет убойный отдел за считанные дни задержал мужчин. Тогда один из насильников вставил в украденный у девушки телефон свою сим-карту. Это позволило быстро отследить владельца, а затем и остальных. Теперь это уже взрослые мужчины с семьями и стабильной работой. Например, один из них — 45-летний П. Бодриков — работает терапевтом в поликлинике. Второй — 45-летний О. Мялькин — УЗИстом в больнице.  Им предъявили обвинения по статье «Изнасилование», совершённое группой лиц по предварительному сговору (п «а», ч.2, ст.132 УК РФ) — до 10 лет колонии. Но в тюрьму они не сядут, так как по данному преступлению срок давности — 15 лет."
n,"ИИ начали использовать для расшифровки сообщений во всём животном мире. Благодаря этой технологии человек сможет «заговорить» с разными видами. Подобных проектов несколько, но все они сталкиваются с тем, что у многих животных могут быть сложные сообщества, и их репертуар звуков гораздо меньше, чем у людей.  При этом животные общаются не только голосом. Пчёлы, например, сообщают другим о местонахождении цветка с помощью «танца виляния». Подобные формы коммуникации также придётся научиться переводить."
n,"⚡️ — Белый дом  Белый дом объявил, что Пелоси хоть и не подтвердила администрации США планов по визиту на Тайвань, но у нее  посетить Тайвань, как и другим законодателям США.  Вашингтон считает, что у  на Тайвань как предлог для агрессии в отношении острова."
n,"  «», — пресс-служба Российской телевизионной и радиовещательной сети."
n,": если Пелоси решит посетить Тайвань, а Китай создаст напряженность – "
n,"Блогер Андрей Петров (модель, певец и еще кто-то) подался в . "
n,Ситуация сейчас  — Медведев.
n,"  Худавердян требует отменить санкции, потому что приведенные ЕС основания для их введения «являются недостаточными и в их поддержку отсутствуют достоверные доказательства». В иске Худавердян также отметил, что он не поддерживает действия российских властей на территории Украины.                                                                                  Также экс-глава «Яндекса» считает ошибочным утверждение Совета ЕС о том, что компания является «существенным источником дохода для правительства РФ» и утверждает, что «Яндекс» не является «ключевым элементом в сокрытии информации о военных действиях от россиян»."
n,"Следственный комитет начал проверку в отношении блогера Евгения «Красава» Савина. Весной Савин на своём канале разместил видео с украинскими футболистами, где те высказали свое мнение о «спецоперации».  Вскоре после этого Савин сообщил, что покинул Россию, а футбольный клуб «Красава», президентом которого он является, зарегистрировал на Кипре."
n, убрал  расцветку со своего логотипа при загрузке страниц. Сервис добавлял её 28 февраля в поддержку Украины.
n," — Дональд Трамп  Бывший президент США в эфире The Clay Travis & Buck Sexton Show сказал: «».  Трамп уверен, что в нынешних обстоятельствах достигнуть какого-либо соглашения будет гораздо труднее, но не стоит отказываться от попыток всё-таки это сделать."
n,"Байден подписал меморандум о выделении Украине нового пакета военной помощи на 550 миллионов долларов.   Новые поставки Киеву будут включать 75 тысяч снарядов для 155-милимметровых гаубиц М777, а также ракеты для комплексов HIMARS."
n,   — написал глава евродипломатии.
n," награфоманил в своём  3 поста, в том числе о  назвав его  Спустя 10 минут посты были удалены.  Набухался или взломали?"
n," в Афганистане, сообщили Politico, Reuters и AP cо ссылкой на источники. Удар, по данным СМИ, нанесли беспилотниками."
n,Китай начал учения в 150 километрах от Тайваня перед возможным визитом Нэнси Пелоси на остров.
n,"❗️Аэропорт Тайбэя «Таоюань» получил угрозы о 3 заложенных взрывных устройствах для срыва визита Пелоси, хотя она должна прибыть в другой аэропорт"
n,"❗️Два китайских авианосца вышли в море перед возможным приездом Пелоси на Тайвань — газета ""Чжунго шибао""  В южных провинциях Китая также отменены гражданские авиарейсы и проход судов в районе учений."
n,"Минюст объяснил  вооруженных сил.  Министерство выпустило две методички с указанием, что «утверждение о факте» относится к статье о «распространении заведомо ложной информации», а негативное «мнение» о действиях армии — к «дискредитации».  В отношении «дискредитации» в Минюсте обозначили три типа значений: – «дискредитация использования ВС РФ» – «дискредитация исполнения органами госвласти своих полномочий в целях защиты интересов РФ и ее граждан» – « к воспрепятствованию использования ВС РФ».  «Дискредитацией» в методичке считаются действия с умыслом, которые «направлены на подрыв доверия к органам госвласти, умаление их авторитета». «В материалах должно содержаться обсуждение целей использования ВС России, что является обоснованием их негативной оценки, тем самым должно иметь место побуждение к мнению, то есть убеждение адресата в правильности такой оценки», — сказано в документе.  На данный момент возбуждено примерно 3,3 тыс. дел по «дискредитации», и 77 по «фейкам», среди «фейков» пока вынесено четыре приговора: два штрафа, один условный срок и один реальный срок (7 лет колонии)."
n,"Последний пост в ВК, опубликованный Медведевым, был про ВМФ - а с тем, кто вчера взломал его страницу и публиковал другой пост, разберутся администрация соцсети исообщил его помощник"
n,❗️МИД КНР подтвердил решимость Китая  в случае визита Пелоси на Тайвань
n,"Первые точки заработали в торговых центрах «Авиапарк» и «Метрополис». По данным СМИ, товара должно хватить на 50 недель работы. 3 августа H&M откроется и в Питере.  Ранее компания объявляла, что хочет распродать все вещи и уйти из России."
n,Китай готовится к возможному прилёту Нэнси Пелоси на Тайвань. По пляжу провинции Фуцзянь (ближайшей к острову) ездит бронетехника.
n,"Но число поклонников теории о сосуществовании людей и динозавров сокращается, показал опрос ВЦИОМ  Несмотря на доступность любых знаний, треть россиян продолжают заблуждаться относительно устройства Солнечной системы. Каждый третий житель РФ убеждён, что Солнце вращается вокруг Земли (35%). В то, что первобытные люди могли прогуливаться рядом с динозаврами, верит каждый пятый (21%)"
n,"Шойгу назвал количество перехваченных российской армией воздушных целей.  За июль  также ВС РФ уничтожили шесть пусковых установок и свыше 200 ракет РСЗО HIMARS, 33 американские гаубицы М777 и пять пусковых установок противокорабельного ракетного комплекса Harpoon.  Министр обороны РФ отметил, что «освобождение ДНР идёт планово»"
n,"❗️Очевидцы из Питера сообщают о сильном задымлении на Адмиралтейских верфях — загорелся строящийся рыболовный траулер.  На предприятии подтвердили факт пожара, отметив, что на данный момент он локализован."
n,"Президент Беларуси отметил, что власти быстро предоставляют гражданство и переселенцам из Украины:  "
n,"  Хозяйка просто держала собачку на руках, когда пожилая женщина подошла и ударила её животное. После она поставила бутылку коньяка на место и ушла из магазина. Мотив прост — женщине не понравилось, что маленькая бася на неё зарычала.  У собачки диагностированы две трещины в черепе. Сейчас она находится в клинике, но прогнозы неутешительные: в лучшем случае перестанет видеть один глаз, а в худшем — смерть."
n,"Полицейские задержали подозреваемых в убийстве медвежонка. Трое местных жителей признались, что вывезли тушу животного, разделали её, а после сожгли останки и выбросили в мусорный бак.  Возбуждено уголовное дело по статье о незаконной охоте. У обвиняемых изъяли ружьё и автомобиль."
n,❗️Верховный суд РФ признал 
n, — Песков
n,❗️РФ солидарна с Китаем и понимает его чувствительное отношение к вопросу по Тайваню — Песков
n,"Согласно плану, кондиционеры в общественных учреждениях не могут быть установлены на температуру ниже 27 градусов, а отопление не может превышать 19 градусов. Входные двери должны закрываться автоматически, а свет в витринах должен выключаться уже в 22.00 по местному времени.  «Мы не можем позволить себе роскошь потерять хотя бы один киловатт-час», — заявила вице-премьер и министр экологического перехода Тереса Рибера."
n,"Из баков вытекло более девяти тонн солярки, которая разлилась на 150 метров в длину. В результате движение в одну из сторон практически полностью было остановлено. По предварительным данным пострадали 3 человека. На место ДТП отправлены пожарные расчеты и вертолет."
n,"❗️Американский военный борт, на котором может находиться Пелоси, Ранее глава МИД КНР заявил, что отдельные лица в США пытаются бросить вызов суверенитету Китая над Тайванем, и это "
n,", где следили за бортом Пелоси, упал, на сайте появилось сообщение о хакерской атаке."
n,"Исследовать этот вопрос решили специалисты под руководством Себастьяна Котофаны из клиники Мейо в США. Испытуемым по очереди показывали «стоковые» фото с разными соотношениями толщины верхних и нижних губ — 1:1, 1:1.6, 1:2 и 1.6:1. Изменялось не только соотношение толщины губ, но и их объём — 70, 85, 100, 115 и 130% от естественного. При этом добровольцев просили оценить привлекательность.  Анализ результатов показал, что наиболее привлекательными посчитали губы с соотношением 1:1.6 — им в среднем давали 4,21 балла из 5-ти. Наименьшую привлекательность продемонстрировали лица с соотношением губ 1:2 — они набрали всего 2,16 балла из 5-ти.  , — отметили исследователи.  В среднем добровольцы меньше всего вглядывались в губы с соотношением 1:1.6 и естественным объёмом. И, наоборот, — дольше всего взгляд их концентрировался на искусственно увеличенных губах."
n,"В конце июля в правоохранительные органы обратилась Юлия О., которая рассказала, что несколько мужчин изнасиловали её и выставили голую в подъезд. Один из участников секса признался полицейским, что со своей девушкой и другом задумал групповой секс, но схема МЖМ им уже надоела, поэтому в телеграме они нашли ещё одну пару, которая была не против присоединиться к ним. Уже через пару часов все пили на кухне.  Пришедшая в квартиру Юлия О. предложила хозяевам психотропные вещества, а когда те отказались, приняла их сама и потащила всех мужчин в комнату заниматься сексом по схеме МЖММ — девушка хозяина квартиры участвовать в оргии отказалась. После секса Юлия, по словам мужчин, начала кричать об изнасиловании, звать на помощь, звонить в полицию. Угомонить девушку не получилось, поэтому Юлию и её друга Евгения выставили в подъезд.  Сама Юлия в полиции утверждала, что ей подмешали психотропы друзья бывшего парня, а когда она очнулась, то стала невольной участницей групповухи. Москвичку это возмутило, и она вышла голая в коридор. Заявление Юлия писать отказалась, так как «эти события отняли очень много сил»"
n,"Депутат заксобрания Петербурга Павел Крупник обратился к главе Минтранса с просьбой провести проверку из-за стоимости еды и различных товаров.  Он сообщил, что накрутка цен может варьироваться от 200 до 300%. И даже бутилированная вода не стала исключением."
n,
n,"На Тайване тем временем готовятся встречать Нэнси Пелоси, уже подготовлены красные ковровые дорожки."
n,"До посадки борта Нэнси Пелоси . Обстановка в аэропорту Тайваня сейчас спокойная.  Истребители ВВС США в сопровождении заправщиков подняты с базы в Японии для сопровождения самолёта, где может находиться американский чиновник, пишут японские СМИ."
n,"Очевидцы публикуют кадры китайской бронетехники в порту города Сямэнь, отделенном от Тайваня проливом."
n,"По данным Reuters, самолет Пелоси на Тайване."
n,"⚡️Пунктом назначения борта, на котором может находиться Пелоси, обозначен указано на Flightradar"
n,❗️Для обеспечения безопасности и регулирования дорожного движения во время перемещения кортежа
n,"Обстановка у отеля Grand Hyatt Taipei, где должна остановиться Нэнси Пелоси"
n,"Прибытие Пелоси на Тайвань прокомментировал главный политический обозреватель Телеграма, дон."
n,❗️Борт SPAR19 с Нэнси Пелоси входит в тайваньскую зону ПВО.
n,"⚡️На Тайване начали отключаться сайты госорганов, только что рухнул сайт МИД"
n,"❗️Истребители ВВС Тайваня  а в тайбэйском аэропорту СуншаньПоявились сообщения, что Китай закрывает для гражданских самолётов воздушное пространство страны в направлении Тайваньского пролива"
n,❗️В Китайской провинции Фуцзянь слышны пролёты китайских истребителей в сторону Тайваня
n,❗️Тайваньское телевидение сообщило о введении в стране тревоги.
n,"⚡️Борт SPAR19, на котором начал снижение"
n,❗️В китайской приграничной с Тайванем провинции Фуцзянь воздушная тревога
n, канал CGTN
n,"⚡️Самолет, на котором может быть Пелоси,  в сторону Тайбэя"
n,"⚡️Десятки истребителей ВВС США подняты с баз в Японии, они направляются в сторону Тайваня.  "
n,"У аэропорта Тайбея собрались местные жители, чтобы увидеть прилет борта Нэнси Пелоси."
